2024-12-24 	 19:41:44 	 f41fca6a-2ec5-46ba-9d9c-00c1f835f3bc	Request Method: GET 	 undefined	/
2024-12-25 	 20:07:22 	 87c55da5-cfe0-497e-b6c4-8cd2b748849c	Request Method: GET 	 undefined	/public/img/img1.jpg
2024-12-25 	 20:07:35 	 7fea3d35-3071-4f9d-8eb0-89a3d4f20b13	Request Method: GET 	 undefined	/new-page.html
2024-12-25 	 20:07:35 	 8aaedcde-88f4-47f4-8b7e-c8c73ce6b486	Request Method: GET 	 undefined	/css/style.css
2024-12-25 	 20:07:35 	 5703c676-3982-439c-8fc4-b5eb500a0c02	Request Method: GET 	 undefined	/public/img/img1.jpg
2024-12-25 	 20:08:19 	 ca28fb15-528b-43f0-bf2f-9e5deaefab28	Request Method: GET 	 undefined	/new-page.html
2024-12-25 	 20:08:19 	 1e96ec06-665e-43fe-afe8-3180ea1c26eb	Request Method: GET 	 undefined	/public/img/img1.jpg
2024-12-25 	 20:08:19 	 6311af57-9ec0-4326-9522-db4fd10879bb	Request Method: GET 	 undefined	/css/style.css
2024-12-25 	 20:08:24 	 0a6d7bb1-c194-48e2-b9cf-043c820e4dd0	Request Method: GET 	 undefined	/index
2024-12-25 	 20:08:25 	 ffe356a9-65f7-4559-9fc2-f554f42ffd79	Request Method: GET 	 undefined	/css/style.css
2024-12-25 	 20:21:14 	 84d92200-c6dc-4769-aff7-38a9dcf3d496	Request Method: GET 	 undefined	/employees
2024-12-25 	 20:23:11 	 92bcc0e7-6a3b-4d4e-bc57-dc348041750e	Request Method: POST 	 undefined	/employees
2024-12-25 	 20:24:13 	 3a19e3b8-b28e-46ff-ba2c-e39a5e5ab33b	Request Method: PUT 	 undefined	/employees
2024-12-25 	 20:25:07 	 e0965397-6f1e-4f61-9973-b22efae53f8e	Request Method: DELETE 	 undefined	/employees
2024-12-25 	 20:25:36 	 23c4a7c2-da90-4c90-a273-da68a1ac1e8d	Request Method: GET 	 undefined	/employees/1
2024-12-25 	 20:47:47 	 05afdfe3-c079-42cf-a4cc-d2be26d72753	Request Method: GET 	 undefined	/index
2024-12-25 	 20:47:47 	 94f43dc1-b409-4c12-886f-25341f3ac15f	Request Method: GET 	 undefined	/css/style.css
2024-12-25 	 21:05:50 	 0c37261a-e4b3-4399-ae3d-d5326204e1ab	Request Method: GET 	 undefined	/employees
2024-12-25 	 21:06:09 	 dcf63a93-986c-43c7-a593-032e58eb9630	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:07:01 	 e3a365c6-962d-4e04-998f-713a7ff50b66	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:07:23 	 991e44b9-7d47-4556-95e3-5e70e4fe80db	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:08:20 	 07a419b4-9b04-45df-944e-9adfc5fb0e1b	Request Method: PUT 	 undefined	/employees
2024-12-25 	 21:09:01 	 42f55448-f8ed-42aa-8764-d06d1447b5da	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:12:19 	 1c322dec-850e-47e3-bd32-ea6d1d570e0f	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:12:28 	 133ac3fd-f32b-41e5-868c-43760ecc2a3a	Request Method: GET 	 undefined	/employees
2024-12-25 	 21:12:32 	 4bd6798f-397d-43f2-8dcc-fe6e1fb450d6	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:12:49 	 b179bb2a-61be-49a1-8e19-a0c83f9688e4	Request Method: PUT 	 undefined	/employees
2024-12-25 	 21:12:55 	 3582a84b-4cef-4519-8d60-0e6c21f70bd5	Request Method: PUT 	 undefined	/employees
2024-12-25 	 21:13:15 	 151467d8-c481-4620-9eee-97a63eb26c55	Request Method: DELETE 	 undefined	/employees
2024-12-25 	 21:13:26 	 605f121c-2916-4928-9015-812a721906d9	Request Method: GET 	 undefined	/employees/1
2024-12-25 	 21:13:32 	 52a491bf-1173-4402-acf8-ba9435ff9e81	Request Method: GET 	 undefined	/employees/3
2024-12-25 	 21:14:01 	 365e3eba-f9e1-479c-9563-38908eeb72bf	Request Method: GET 	 undefined	/employees
2024-12-25 	 21:14:05 	 4f55aab9-4123-4cbb-b39d-83d39f7742ba	Request Method: POST 	 undefined	/employees
2024-12-25 	 21:14:08 	 217484e0-0ee2-4c7d-a773-9b4ebe7f9705	Request Method: PUT 	 undefined	/employees
2024-12-25 	 21:14:17 	 34dacdc4-b160-4127-b760-dbb09f46b103	Request Method: GET 	 undefined	/employees
2024-12-25 	 21:14:26 	 0b131daa-839e-4caf-b5a4-a22057f05fc5	Request Method: DELETE 	 undefined	/employees
2024-12-25 	 21:14:29 	 df14e7a3-3a63-4989-9fd3-5234750efa6b	Request Method: DELETE 	 undefined	/employees
2024-12-25 	 21:14:34 	 53858d92-b990-48bf-b589-a41dedcbdbd7	Request Method: GET 	 undefined	/employees/3
2024-12-25 	 21:14:38 	 2e70cf61-51ad-4325-bc37-86cccfdb4acf	Request Method: GET 	 undefined	/employees/2
2024-12-25 	 21:36:42 	 44d61d1f-ba9d-401a-bf18-f22ca190eb1f	Request Method: GET 	 undefined	/register
2024-12-25 	 21:37:37 	 829a51c6-f4fd-480e-9ad3-5dde85bd6070	Request Method: GET 	 undefined	/register
2024-12-25 	 21:41:59 	 936d55a1-a32a-47d7-a460-4fdbc84fa142	Request Method: GET 	 undefined	/register
2024-12-25 	 21:43:11 	 322cfa50-a224-47bd-bf08-03631266670e	Request Method: POST 	 undefined	/register
2024-12-25 	 21:43:46 	 0cb136ed-472a-4d49-b18e-c465f9fe7591	Request Method: POST 	 undefined	/register
2024-12-25 	 21:44:18 	 86dd68b6-b720-4192-8b78-85405f97adb4	Request Method: POST 	 undefined	/register
2024-12-25 	 21:50:40 	 a4d5f0df-c118-4204-8bce-90a7df389d6c	Request Method: POST 	 undefined	/auth
2024-12-25 	 21:50:46 	 7ced7d47-1713-445e-ac36-04d407fb4289	Request Method: POST 	 undefined	/auth
2024-12-25 	 21:50:52 	 c487a254-b738-45f1-9430-5574077b4a63	Request Method: POST 	 undefined	/auth
2024-12-25 	 21:51:01 	 7c89c6a3-6947-4a94-92d4-e7bfc4fb04f8	Request Method: POST 	 undefined	/auth
2024-12-25 	 21:51:19 	 546cb4ec-3907-4f8b-a0ac-5dcabcd24e8c	Request Method: POST 	 undefined	/register
2024-12-25 	 21:51:40 	 ab20f074-d472-417d-a9c5-c28add43c92a	Request Method: POST 	 undefined	/register
2024-12-25 	 21:51:59 	 22e9d403-65e9-4999-838c-7ff9221e7324	Request Method: POST 	 undefined	/register
2024-12-25 	 21:52:00 	 34f91713-7b54-468b-92f4-fb9d1eb78e8d	Request Method: POST 	 undefined	/register
2024-12-25 	 21:52:01 	 e63b9be9-5fe5-4314-82cd-73834f4d822c	Request Method: POST 	 undefined	/register
2024-12-25 	 21:54:39 	 da1c16fd-c795-403b-b921-288d27d97ac9	Request Method: POST 	 undefined	/register
2024-12-25 	 22:41:47 	 2d31e3ea-b4cf-4ef4-8320-16b453083ff4	Request Method: POST 	 undefined	/auth
2024-12-25 	 22:42:29 	 fa204a04-cad7-4c34-b524-e29f5be4f5d7	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:42:36 	 0802b95f-452a-406d-a10f-b664b44922c3	Request Method: POST 	 undefined	/auth
2024-12-25 	 22:42:50 	 e8922c09-c3b6-432b-ade8-40703f9b9353	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:44:32 	 3b8f1379-dcd1-483e-8456-cd111bd22477	Request Method: POST 	 undefined	/auth
2024-12-25 	 22:44:42 	 736fe599-03ed-4f8c-8905-6f141c4e82a2	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:44:53 	 20c216cc-1f6f-413a-90b3-6eb53ca18c3b	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:44:54 	 975510bb-5071-4523-95ed-f8b57550e465	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:45:02 	 21a63547-4e59-49ac-b92c-33110016c6fc	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:45:03 	 8586eee5-7f5a-4f57-a10c-6ae231b69d6f	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:50:03 	 c611fe33-2ffe-4783-907b-8eb0cf42038a	Request Method: POST 	 undefined	/auth
2024-12-25 	 22:50:20 	 60540f7b-1963-45cd-910c-88793d78124c	Request Method: POST 	 undefined	/register
2024-12-25 	 22:50:40 	 5de2619a-b280-4556-b0b6-6f9f4b952c23	Request Method: GET 	 undefined	/employees
2024-12-25 	 22:50:45 	 e6bff17a-9c3a-4c3b-b0dc-7c61b46c7973	Request Method: POST 	 undefined	/auth
2024-12-25 	 22:51:01 	 853c02f4-a645-42fa-b236-69695e320e9f	Request Method: POST 	 undefined	/employees
2024-12-25 	 22:51:06 	 8b027b65-c64b-412b-92ff-a78295684a88	Request Method: PUT 	 undefined	/employees
2024-12-25 	 23:03:28 	 5de82c18-23bc-4e38-8799-5e4d622e5786	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:04:19 	 fc07fbaf-5c0d-44ee-99fa-c788335554d0	Request Method: POST 	 undefined	/refresh
2024-12-25 	 23:05:01 	 4a9f2820-ae22-4443-a735-05a4c713645e	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:05:05 	 8dd99808-9dc6-4842-9440-4fcf235d7efd	Request Method: POST 	 undefined	/refresh
2024-12-25 	 23:05:49 	 1aed1f4f-c53d-4a0c-a85a-170dcf4c516b	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:05:54 	 22d382d5-f469-436c-8ae4-041c0d88b3ea	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:05:59 	 8389cfdc-7c43-4739-a53f-3d0a9c290ab7	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:06:10 	 eb107cb0-480b-47a9-9c66-a1432d54bb30	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:07:09 	 b7d6cea2-6073-4a3c-b945-4318f97e1ec6	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:08:02 	 affdf286-55e6-47a5-bcb4-4669627da177	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:10:04 	 f495c9f7-7896-42e1-bc81-13f28b7ba70c	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:15:03 	 b8920e67-9fca-4e6f-bc70-189aba93f13b	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:15:07 	 2c9ceaa9-45e4-4daa-9bac-33240cbee9e1	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:15:53 	 b8277b3a-83e8-4f7a-9316-343a1fb4ebdf	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:24:05 	 08119474-e84e-4b88-ac5d-9d56028059fb	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:24:15 	 3e9a78c1-0420-4f1f-b731-0e25daf7442c	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:24:26 	 99791836-ede8-4ff5-9170-0321c7958494	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:24:38 	 a645b0fe-70f3-4a7a-a074-2c525e1b1380	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:24:52 	 22235e32-61e1-44fd-b16c-de948559ae2c	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:26:34 	 65d83fe2-0d49-4c6f-a9e6-b716792008a5	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:26:38 	 0a11ca44-6d36-4011-bc92-d552a1b3d824	Request Method: POST 	 undefined	/register
2024-12-25 	 23:26:55 	 71bc3303-f11e-47d3-ac6f-40ea10ef7aa5	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:27:00 	 94317fe1-b743-4705-8a66-d470c5d1de70	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:27:20 	 119b3174-c42d-4b04-8c99-a0506244706f	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:27:33 	 e582fd0d-4ca4-4940-94a4-05a9bcab9b99	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:27:39 	 349529a1-f6e5-4607-8c3c-4e331dd0f9f9	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:28:09 	 841e4d72-e442-4c25-93d4-b8da5393e5ca	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:28:12 	 e18d3a2d-1848-4234-ad89-04f50528cf84	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:29:20 	 0fbb52b1-7227-4df7-85f8-0d305315d523	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:30:25 	 f7b8fe85-b3ea-406e-ad40-8d0b61628e48	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:16 	 0eb9592a-eaf7-4128-afb2-88d6d495f5fc	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:31:20 	 3ae4274e-912c-4034-b937-3b084df3d1cb	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:21 	 e00b5081-6849-4692-8479-21b9baa5f08c	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:22 	 3eecd07b-f914-4bb9-9ada-18798a3952ec	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:22 	 53b60a7d-6ae8-43f5-abd7-21f1ea7bbf09	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:23 	 a61067f6-c863-4404-8f80-6eb2add62152	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:24 	 bdceec61-f0a7-4871-8c9f-6ffa601da19e	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:24 	 0416482e-5853-48b0-a55b-fd94b7bef764	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:25 	 a874f57d-97eb-4aec-9ced-a500850c2898	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:25 	 d8fd0b44-3e49-42b9-a1c8-e8e73d66aa28	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:31:26 	 8034d9ea-6cba-4b8f-8570-092470a994fd	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:42:43 	 a7bb144f-6583-490a-a8bd-18bf2785dd26	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:42:47 	 843a9b5a-e08c-4d12-9aae-d3a3764fdaa2	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:42:58 	 8e5fa0a8-b3be-47e9-98b1-a9298c8209fa	Request Method: GET 	 undefined	/logout
2024-12-25 	 23:43:21 	 81c21101-78ba-415c-8385-7142a04be3a6	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:44:21 	 3457a78f-00d3-4883-a277-3bf0b03757cd	Request Method: POST 	 undefined	/auth
2024-12-25 	 23:44:30 	 00665542-d444-43a0-8e8b-43fa7cc0aa89	Request Method: GET 	 undefined	/refresh
2024-12-25 	 23:44:33 	 7fdf9662-4fdb-4fa9-bfa6-b5ef651d94e8	Request Method: GET 	 undefined	/logout
2024-12-25 	 23:44:38 	 2fc8ed84-fb58-4586-90f0-57ea162cacbf	Request Method: GET 	 undefined	/refresh
2024-12-26 	 00:55:13 	 f10786b8-6e13-4ca0-a8cf-86cf06f3558b	Request Method: POST 	 undefined	/auth
2024-12-26 	 00:55:31 	 7b6a1c2e-4537-4b0c-b6e3-d6d5f198cfbd	Request Method: GET 	 undefined	/employees
2024-12-26 	 00:55:42 	 a0dd4fea-b915-49ed-9606-50e8e3982a20	Request Method: POST 	 undefined	/employees
2024-12-26 	 00:55:43 	 a6586daf-5d8b-4950-a18e-be5e5aef7b2b	Request Method: POST 	 undefined	/employees
2024-12-26 	 00:57:09 	 9a8548db-e7a0-4786-ad0f-eb943c2c0a2b	Request Method: POST 	 undefined	/auth
2024-12-26 	 00:57:20 	 521c49d2-9966-42db-92d4-7b3e4e1d949c	Request Method: POST 	 undefined	/employees
2024-12-26 	 00:58:18 	 37cdf231-6a81-4fa7-ba93-0a0049465766	Request Method: POST 	 undefined	/auth
2024-12-26 	 00:58:31 	 46f4574a-416a-4e6f-b0a9-3366888e2294	Request Method: POST 	 undefined	/employees
2024-12-26 	 00:58:52 	 d1a757b0-e8e3-4630-a5ea-cfce3d052c7c	Request Method: POST 	 undefined	/auth
2024-12-26 	 00:59:08 	 36a7d4d8-a473-4e56-b401-17995f9876dc	Request Method: DELETE 	 undefined	/employees
2024-12-26 	 00:59:30 	 b6cd805b-b821-4d03-937f-ad2a62784871	Request Method: POST 	 undefined	/auth
2024-12-26 	 00:59:43 	 fd95f477-7c06-4829-af48-7c353975f3f8	Request Method: DELETE 	 undefined	/employees
2024-12-26 	 11:47:49 	 498e5dd1-a559-4d0b-b0e2-c9d3df663b70	Request Method: POST 	 undefined	/register
2024-12-26 	 11:48:30 	 516aa6c0-c1d0-4450-b390-ff657a2fa170	Request Method: POST 	 undefined	/register
2024-12-26 	 12:06:25 	 2930a5f7-3465-4c86-a6f4-aceb0a70f330	Request Method: POST 	 undefined	/register
2024-12-26 	 12:06:32 	 b2d82e93-33d0-4393-a33f-3dbde43bd031	Request Method: POST 	 undefined	/register
2024-12-26 	 12:07:15 	 f4545a5c-e9d6-4e3c-8c8a-efdd043dc5f3	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:11:21 	 cb358b98-345e-4516-b3df-d812ccfe8052	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:11:51 	 fd62f634-701e-4990-90bb-80a4346d15ae	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:11:53 	 71cd9880-e11e-49c8-a449-d7af29d261f0	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:11:54 	 d7fc9ff4-1e79-41d8-b983-b331fa8b9ac7	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:12:03 	 90743c5e-dc0f-4367-a853-5e6a219b434b	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:12:47 	 34ec5fc1-fad1-4c4b-9dc6-626b06a94c34	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:12:55 	 2eb39ba9-9917-4261-9d12-f082fd3da1e5	Request Method: GET 	 undefined	/refresh
2024-12-26 	 12:13:14 	 6a31b437-da08-49cf-9a7b-8ea3acb22b15	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:13:23 	 de51d33b-5648-4f8e-9c3a-7555c2d7e052	Request Method: GET 	 undefined	/logout
2024-12-26 	 12:15:29 	 da57d2fe-6d2b-4ba2-83e4-aee25e9ec198	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:15:37 	 9cab47ff-87c2-4094-84b3-91f2c5af2f1f	Request Method: GET 	 undefined	/logout
2024-12-26 	 12:19:35 	 fb2f9fd4-042c-48a6-9534-5c46c991d8f9	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:19:41 	 0463e856-6272-4a2f-8bcb-884dc4176604	Request Method: GET 	 undefined	/logout
2024-12-26 	 12:20:02 	 71634609-a216-40b7-8766-0824f33c5c99	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:20:07 	 3a3a0829-9fa4-416e-a31c-a7742074f0e6	Request Method: GET 	 undefined	/logout
2024-12-26 	 12:25:18 	 29d1b0ba-26f1-4ff5-8589-030f584fa59a	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:25:25 	 6ab5b18e-bf48-46a5-b495-4e76c4cf2562	Request Method: GET 	 undefined	/logout
2024-12-26 	 12:58:40 	 2027a806-b323-494c-8aa4-cb13e39418b9	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:58:52 	 2e241446-c957-43ce-b995-c1cc833d4f81	Request Method: GET 	 undefined	/employees
2024-12-26 	 12:59:12 	 9ab15cda-b6ae-4676-b425-d23fdc0c31c8	Request Method: POST 	 undefined	/employees
2024-12-26 	 12:59:18 	 8dff316d-8af0-4b3f-a299-1df0bce4a366	Request Method: POST 	 undefined	/auth
2024-12-26 	 12:59:30 	 f6825766-2b75-48de-8794-eb09a27fe50f	Request Method: POST 	 undefined	/employees
2024-12-26 	 12:59:43 	 9c9eca8d-6ffc-44a7-8e51-c5a17ac5b3d9	Request Method: GET 	 undefined	/employees
2024-12-26 	 13:01:48 	 bb47350c-ace9-4413-9387-017764dd5130	Request Method: POST 	 undefined	/auth
